     LRU FAULT MESSAGE LISTING
       LRU       | Mess# |    Status     |        Message          |Timer
R ENG OS ID      |   1   | FAILED/WIRING |N2 OVERSPEED ID 1A       |  3 
R ENG OS ID      |   2   | FAILED/WIRING |N2 OVERSPEED ID 1B       |  3 
L ENG P3 TUBING  |   1   | FAILED        |P3 TUBING 4              |  3 
R ENG P3 TUBING  |   1   | FAILED/WIRING |P3 TUBING 4              |  3 
PILOT CW RES 1   |   1   | FAILED/WIRING |RESOLVER FAILED          |  3 
PILOT CW RES 2   |   1   | FAILED/WIRING |RESOLVER FAILED          |  3 
PK DISCH T SNSR  |   1   | FAILED/WIRING |CH A&B FAULT             |  5 
PK DISCH T SNSR  |   2   | FAILED/WIRING |CH A FAULT               |  7 
PK DISCH T SNSR  |   3   | FAILED/WIRING |CH B FAULT               |  5 
PFD 1            |   0   | PREREQUISITE  |INSTALLED                |  0 
PFD 1            |   1   | OFF/NO OUTPUT |NO OUTPUT                |  3 
PFD 1            |   2   | FAILED        |INTERNAL FAULT           |  5 
PFD 1            |   3   | FAILED/WIRING |NO L-PFD-1 BUS OUTPUT    | 10 
PFD 1            |   4   | FAILED/WIRING |NO L-PFD-3 BUS OUTPUT    | 10 
PFD 1            |   5   | FAILED/WIRING |NO L-MFD-3 BUS INPUT     | 10 
PFD 1            |   6   | FAILED/WIRING |NO R-PFD-3 BUS INPUT     | 10 

       LRU       | Mess# |    Status     |        Message          |Timer
------------------------------------------------------------------------
PFD 1            |   7   | FAILED/WIRING |NO R-MFD-3 BUS INPUT     | 10 
PFD 1            |   8   | FAILED/WIRING |NO L-IOC-1 BUS INPUT     | 10 
PFD 1            |   9   | FAILED/WIRING |NO R-IOC-1 BUS INPUT     | 10 
PFD 1            |  10   | FAILED/WIRING |NO L-ADC-2 BUS INPUT     | 10 
PFD 1            |  11   | FAILED/WIRING |NO L-ADC-2 BUS INPUT     |  3 
PFD 1            |  12   | FAILED/WIRING |NO R-ADC-3 BUS INPUT     | 10 
PFD 1            |  13   | FAILED/WIRING |NO R-ADC-3 BUS INPUT     |  3 
PFD 1            |  14   | FAILED/WIRING |NO L-AHC-2 BUS INPUT     | 10 
PFD 1            |  15   | FAILED/WIRING |NO L-IRS-2 BUS INPUT     | 10 
PFD 1            |  16   | FAILED/WIRING |NO R-AHC-3 BUS INPUT     | 10 
PFD 1            |  17   | FAILED/WIRING |NO R-IRS-3 BUS INPUT     | 10 
PFD 1            |  18   | FAILED/WIRING |NO A-DCU-2 BUS INPUT     | 10 
PFD 1            |  19   | FAILED/WIRING |NO B-DCU-2 BUS INPUT     | 10 
PFD 1            |  20   | FAILED/WIRING |NO TA/RA-1 BUS INPUT     | 10 
PFD 1            |  21   | FAILED/WIRING |NO TA/RA-1 BUS INPUT     |  3 
PFD 1            |  22   | FAILED/WIRING |NO L-FMC-2 BUS INPUT     | 10 
PFD 1            |  23   | FAILED/WIRING |NO L-FMC-2 BUS INPUT     |  3 
PFD 1            |  24   | FAILED/WIRING |NO R-FMC-6 BUS INPUT     | 10 
PFD 1            |  25   | FAILED/WIRING |NO R-FMC-6 BUS INPUT     |  3 
PFD 1            |  26   | FAILED/WIRING |NO LB-RIU-6 BUS INPUT    | 10 
PFD 1            |  27   | FAILED/WIRING |NO RB-RIU-9 BUS INPUT    | 10 
PFD 1            |  28   | FAILED/WIRING |NO LA-FADEC BUS INPUT    | 10 
PFD 1            |  29   | FAILED/WIRING |NO LB-FADEC BUS INPUT    | 10 
PFD 1            |  30   | FAILED/WIRING |NO RA-FADEC BUS INPUT    | 10 
PFD 1            |  31   | FAILED/WIRING |NO RB-FADEC BUS INPUT    | 10 
PFD 1            |  32   | FAILED/WIRING |NO LDS-1 BUS INPUT       | 10 
PFD 1            |  33   | FAILED/WIRING |NO A-RDC-3 BUS INPUT     |  5 
PFD 1            |  34   | FAILED/WIRING |NO B-RDC-3 BUS INPUT     |  5 
PFD 1            |  35   | FAILED/WIRING |PFD HW NOT SVS CAPABLE   |  3 
PFD 1            |  36   | FAILED/WIRING |INTERNAL SVS SYS FAULT   | 20 
PFD 2            |   0   | PREREQUISITE  |INSTALLED                |  0 
PFD 2            |   1   | OFF/NO OUTPUT |NO OUTPUT                |  3 
PFD 2            |   2   | FAILED        |INTERNAL FAULT           |  5 
PFD 2            |   3   | FAILED/WIRING |NO R-PFD-1 BUS OUTPUT    | 10 
PFD 2            |   4   | FAILED/WIRING |NO R-PFD-3 BUS OUTPUT    | 10 
PFD 2            |   5   | FAILED/WIRING |NO R-MFD-3 BUS INPUT     | 10 
PFD 2            |   6   | FAILED/WIRING |NO L-PFD-3 BUS INPUT     | 10 
PFD 2            |   7   | FAILED/WIRING |NO L-MFD-3 BUS INPUT     | 10 
PFD 2            |   8   | FAILED/WIRING |NO R-IOC-1 BUS INPUT     | 10 
PFD 2            |   9   | FAILED/WIRING |NO L-IOC-1 BUS INPUT     | 10 
PFD 2            |  10   | FAILED/WIRING |NO R-ADC-2 BUS INPUT     | 10 
PFD 2            |  11   | FAILED/WIRING |NO R-ADC-2 BUS INPUT     |  3 
PFD 2            |  12   | FAILED/WIRING |NO L-ADC-3 BUS INPUT     | 10 
PFD 2            |  13   | FAILED/WIRING |NO L-ADC-3 BUS INPUT     |  3 
PFD 2            |  14   | FAILED/WIRING |NO R-AHC-2 BUS INPUT     | 10 
PFD 2            |  15   | FAILED/WIRING |NO R-IRS-2 BUS INPUT     | 10 
PFD 2            |  16   | FAILED/WIRING |NO L-AHC-3 BUS INPUT     | 10 
PFD 2            |  17   | FAILED/WIRING |NO L-IRS-3 BUS INPUT     | 10 
PFD 2            |  18   | FAILED/WIRING |NO A-DCU-2 BUS INPUT     | 10 
PFD 2            |  19   | FAILED/WIRING |NO B-DCU-2 BUS INPUT     | 10 
PFD 2            |  20   | FAILED/WIRING |NO TA/RA-2 BUS INPUT     | 10 
PFD 2            |  21   | FAILED/WIRING |NO TA/RA-2 BUS INPUT     |  3 
PFD 2            |  22   | FAILED/WIRING |NO R-FMC-2 BUS INPUT     | 10 
PFD 2            |  23   | FAILED/WIRING |NO R-FMC-2 BUS INPUT     |  3 
PFD 2            |  24   | FAILED/WIRING |NO L-FMC-6 BUS INPUT     | 10 
PFD 2            |  25   | FAILED/WIRING |NO L-FMC-6 BUS INPUT     |  3 
PFD 2            |  26   | FAILED/WIRING |NO RB-RIU-6 BUS INPUT    | 10 
PFD 2            |  27   | FAILED/WIRING |NO LB-RIU-9 BUS INPUT    | 10 
PFD 2            |  28   | FAILED/WIRING |NO LA-FADEC BUS INPUT    | 10 
PFD 2            |  29   | FAILED/WIRING |NO LB-FADEC BUS INPUT    | 10 
PFD 2            |  30   | FAILED/WIRING |NO RA-FADEC BUS INPUT    | 10 
PFD 2            |  31   | FAILED/WIRING |NO RB-FADEC BUS INPUT    | 10 
PFD 2            |  32   | FAILED/WIRING |NO LDS-1 BUS INPUT       | 10 
PFD 2            |  33   | FAILED/WIRING |NO A-RDC-3 BUS INPUT     |  5 

       LRU       | Mess# |    Status     |        Message          |Timer
------------------------------------------------------------------------
PFD 2            |  34   | FAILED/WIRING |NO B-RDC-3 BUS INPUT     |  5 
PFD 2            |  35   | FAILED/WIRING |PFD HW NOT SVS CAPABLE   | 10 
PFD 2            |  36   | FAILED/WIRING |INTERNAL SVS SYS FAULT   | 20 
PK INLET T SNSR  |   1   | FAILED/WIRING |CH A&B FAULT             |  5 
PK INLET T SNSR  |   2   | FAILED/WIRING |CH A FAULT               |  7 
PK INLET T SNSR  |   3   | FAILED/WIRING |CH B FAULT               |  7 
PACK AIR LEAK    |   1   | FAILED        |PACK DUCT AIR LEAK       |  5 
PACK LOOP A      |   1   | FAILED/WIRING |SHORT CIRCUIT            |  5 
PACK LOOP A      |   2   | FAILED/WIRING |OPEN CIRCUIT             |  5 
PACK OVERHEAT    |   1   | OVERHEAT      |PACK TEMP HIGH           |  5 
L ENG PMA        |   1   | FAILED/WIRING |ENGINE PMA 1A            |  3 
L ENG PMA        |   2   | FAILED/WIRING |ENGINE PMA 1B            |  3 
L ENG PMA        |   3   | FAILED        |ENGINE PMA 4             |  3 
R ENG PMA        |   1   | FAILED/WIRING |ENGINE PMA 1A            |  3 
R ENG PMA        |   2   | FAILED/WIRING |ENGINE PMA 1B            |  3 
R ENG PMA        |   3   | FAILED        |ENGINE PMA 4             |  3 
IAPS PWR 1       |   1   | FAILED        |NO OUTPUT                |  3 
IAPS PWR 1       |   2   | OVERHEAT      |OVERHEATED               | 60 
IAPS PWR 2       |   1   | FAILED        |NO OUTPUT                |  5 
IAPS PWR 2       |   2   | OVERHEAT      |OVERHEATED               | 60 
PSEU LRU         |   1   | OFF/NO OUTPUT |PSEU OFF/NO OUTPUT       |  3 
PSEU LRU         |   2   | FAILED/WIRING |PSEU SYSTEM FAILURE      |  3 
PSEU LRU         |   3   | FAILED/WIRING |BOTH GP-5 INPUT FAILED   |  3 
PSEU LRU         |   4   | FAILED/WIRING |L ESSENTIAL BUS FAILED   |  3 
PSEU LRU         |   5   | FAILED/WIRING |L MAIN BUS FAILED        |  3 
PSEU LRU         |   6   | FAILED/WIRING |R ESSENTIAL BUS FAILED   |  3 
PSEU LRU         |   7   | FAILED/WIRING |R MAIN BUS FAILED        |  3 
PSEU LRU         |   8   | FAILED/WIRING |PSEU-B ARINC CH FAILED   |  5 
PSEU LRU         |   9   | FAILED/WIRING |PSEU-A ARINC CH FAILED   |  5 
PSEU LRU         |  10   | FAILED/WIRING |NO L-GP-5 BUS INPUT      |  5 
PSEU LRU         |  11   | FAILED/WIRING |NO R-GP-5 BUS INPUT      |  5 
PSEU LRU         |  12   | FAILED/WIRING |DIN01A FAILED            |  3 
PSEU LRU         |  13   | FAILED/WIRING |DIN02A FAILED            |  3 
PSEU LRU         |  14   | FAILED/WIRING |DIN03A FAILED            |  3 
PSEU LRU         |  15   | FAILED/WIRING |DIN04A FAILED            |  3 
PSEU LRU         |  16   | FAILED/WIRING |DIN09A FAILED            |  3 
PSEU LRU         |  17   | FAILED/WIRING |DIN03B FAILED            |  3 
PSEU LRU         |  18   | FAILED/WIRING |DIN04B FAILED            |  3 
PSEU LRU         |  19   | FAILED/WIRING |DIN05B FAILED            |  3 
PSEU LRU         |  20   | FAILED/WIRING |RMLG WOW1 SC FAIL        |  3 
PSEU LRU         |  21   | FAILED/WIRING |LMLG WOW1 SC FAIL        |  3 
PSEU LRU         |  22   | FAILED/WIRING |NG WOFW1 SC FAIL         |  3 
PSEU LRU         |  23   | FAILED/WIRING |RGUPLK SC FAIL           |  3 
PSEU LRU         |  24   | FAILED/WIRING |LGUPLK SC FAIL           |  3 
PSEU LRU         |  25   | FAILED/WIRING |NGUPLK SC FAIL           |  3 
PSEU LRU         |  26   | FAILED/WIRING |RGDLK1 SC FAIL           |  3 
PSEU LRU         |  27   | FAILED/WIRING |LGDLK1 SC FAIL           |  3 
PSEU LRU         |  28   | FAILED/WIRING |NGDLK1 SC FAIL           |  3 
PSEU LRU         |  29   | FAILED/WIRING |LOTGSST SC FAIL          |  3 
PSEU LRU         |  30   | FAILED/WIRING |ROTGSST SC FAIL          |  3 
PSEU LRU         |  31   | FAILED/WIRING |PDRCL SC FAIL            |  3 
PSEU LRU         |  32   | FAILED/WIRING |PDRLK1 SC FAIL           |  3 
PSEU LRU         |  33   | FAILED/WIRING |PDRHLK SC FAIL           |  3 
PSEU LRU         |  34   | FAILED/WIRING |RMLG WOW2 SC FAIL        |  3 
PSEU LRU         |  35   | FAILED/WIRING |LMLG WOW2 SC FAIL        |  3 
PSEU LRU         |  36   | FAILED/WIRING |NG WOFW2 SC FAIL         |  3 
PSEU LRU         |  37   | FAILED/WIRING |LNGDRCL SC FAIL          |  3 
PSEU LRU         |  38   | FAILED/WIRING |RNGDRCL SC FAIL          |  3 
PSEU LRU         |  39   | FAILED/WIRING |RGDLK2 SC FAIL           |  3 
PSEU LRU         |  40   | FAILED/WIRING |LGDLK2 SC FAIL           |  3 
PSEU LRU         |  41   | FAILED/WIRING |NGDLK2 SC FAIL           |  3 
PSEU LRU         |  42   | FAILED/WIRING |LINGSST SC FAIL          |  3 
PSEU LRU         |  43   | FAILED/WIRING |RINGSST SC FAIL          |  3 
PSEU LRU         |  44   | FAILED/WIRING |BGDRCL SC FAIL           |  3 

       LRU       | Mess# |    Status     |        Message          |Timer
------------------------------------------------------------------------
PSEU LRU         |  45   | FAILED/WIRING |BGDRHLK SC FAIL          |  3 
PSEU LRU         |  46   | FAILED/WIRING |AEBDRCL SC FAIL          |  3 
PSEU LRU         |  47   | FAILED/WIRING |BABDRCL SC FAIL          |  3 
PSEU LRU         |  48   | FAILED/WIRING |ROEDRLK SC FAIL          |  3 
PSEU LRU         |  49   | FAILED/WIRING |MLGWOW LAHRC DRV FAIL    |  3 
PSEU LRU         |  50   | FAILED/WIRING |LGWOFW1 BCU DRV FAIL     |  3 
PSEU LRU         |  51   | FAILED/WIRING |MLGWOW SPC CH-A DRV FAIL |  3 
PSEU LRU         |  52   | FAILED/WIRING |RGWOFW1 BCU DRV FAIL     |  3 
PSEU LRU         |  53   | FAILED/WIRING |MLGWOW CCRK50 DRV FAIL   |  3 
PSEU LRU         |  54   | FAILED/WIRING |MLGWOW APU DRV FAIL      |  3 
PSEU LRU         |  55   | FAILED/WIRING |MLGWOW LDCPC DRV FAIL    |  3 
PSEU LRU         |  56   | FAILED/WIRING |MLGWOW CLOCK DRV FAIL    |  3 
PSEU LRU         |  57   | FAILED/WIRING |MLGWOW TRK19 DRV FAIL    |  3 
PSEU LRU         |  58   | FAILED/WIRING |MLGWOW LTDR DRV FAIL     |  3 
PSEU LRU         |  59   | FAILED/WIRING |MLGWOW LFCU DRV FAIL     |  3 
PSEU LRU         |  60   | FAILED/WIRING |NGWOW SCU DRV FAIL       |  3 
PSEU LRU         |  61   | FAILED/WIRING |MLGWOW RAHRC DRV FAIL    |  3 
PSEU LRU         |  62   | FAILED/WIRING |MLGWOW TCAS DRV FAIL     |  3 
PSEU LRU         |  63   | FAILED/WIRING |MLGWOW TSS DRV FAIL      |  3 
PSEU LRU         |  64   | FAILED/WIRING |MLGWOW FIREX DRV FAIL    |  3 
PSEU LRU         |  65   | FAILED/WIRING |RETRACT BCU DRV FAIL     |  3 
PSEU LRU         |  66   | FAILED/WIRING |LGWOFW2 BCU DRV FAIL     |  3 
PSEU LRU         |  67   | FAILED/WIRING |NGDNLK SCU DRV FAIL      |  3 
PSEU LRU         |  68   | FAILED/WIRING |NOT MLGDNLK BCU DRV FAIL |  3 
PSEU LRU         |  69   | FAILED/WIRING |LDCMP EN LDCMP DRV FAIL  |  3 
PSEU LRU         |  70   | FAILED/WIRING |RET VALVE DRV FAIL       |  3 
PSEU LRU         |  71   | FAILED/WIRING |MLGDNLK TCAS DRV FAIL    |  3 
PSEU LRU         |  72   | FAILED/WIRING |MLGWOW SPC-CHA DRV FAIL  |  3 
PSEU LRU         |  73   | FAILED/WIRING |RGWOFW2 BCU DRV FAIL     |  3 
PSEU LRU         |  74   | FAILED/WIRING |MLGWOW RDCPC DRV FAIL    |  3 
PSEU LRU         |  75   | FAILED/WIRING |MLGWOW CVRK40 DRV FAIL   |  3 
PSEU LRU         |  76   | FAILED/WIRING |MLGWOW TRK18 DRV FAIL    |  3 
PSEU LRU         |  77   | FAILED/WIRING |MLGWOW RTDR DRV FAIL     |  3 
PSEU LRU         |  78   | FAILED/WIRING |ALLGEARWOW RFCU DRV FAIL |  3 
PSEU LRU         |  79   | FAILED/WIRING |NGWOW SCU DRV FAIL       |  3 
PSEU LRU         |  80   | FAILED/WIRING |MLGWOFW FSCU DRV FAIL    |  3 
PSEU LRU         |  81   | FAILED/WIRING |MLGWOW PL13 DRV FAIL     |  3 
PSEU LRU         |  82   | FAILED/WIRING |MLGWOW TAT PR DRV FAIL   |  3 
PSEU LRU         |  83   | FAILED/WIRING |RETRACT BCU DRV FAIL     |  3 
PSEU LRU         |  84   | FAILED/WIRING |NOT RGDNLK BCU DRV FAIL  |  3 
PSEU LRU         |  85   | FAILED/WIRING |RDCMP_EN RDCMP DRV FAIL  |  3 
PSEU LRU         |  86   | FAILED/WIRING |MLGDNLK CCRK51 DRV FAIL  |  3 
PSEU LRU         |  87   | FAILED/WIRING |MLGWOW SPC-CHB DRV FAIL  |  3 
PSEU LRU         |  88   | FAILED/WIRING |PTU_EN PTU DRV FAIL      |  3 
PSEU LRU         |  89   | FAILED/WIRING |MLGWOW SPC-CHB DRV FAIL  |  3 
PSEU LRU         |  90   | FAILED/WIRING |LEFT GEAR NO MVT         |  3 
PSEU LRU         |  91   | FAILED/WIRING |RIGHT GEAR NO MVT        |  3 
PSEU LRU         |  92   | FAILED/WIRING |NOSE GEAR NO MVT         |  3 
PSEU LRU         |  93   | FAILED/WIRING |LEFT GEAR TIME EXCEEDED  |  3 
PSEU LRU         |  94   | FAILED/WIRING |NOSE GEAR TIME EXCEEDED  |  3 
PSEU LRU         |  95   | FAILED/WIRING |RIGHT GEAR TIME EXCEEDED |  3 
PSEU LRU         |  96   | FAILED/WIRING |LG UNCOMMANDED MVT       |  3 
PSEU LRU         |  97   | FAILED/WIRING |NG UNCOMMANDED MVT       |  3 
PSEU LRU         |  98   | FAILED/WIRING |RG UNCOMMANDED MVT       |  3 
PSEU LRU         |  99   | FAILED/WIRING |DIN01A REASONABLENESS    |  3 
PSEU LRU         | 100   | FAILED/WIRING |DIN02A REASONABLENESS    |  3 
PSEU LRU         | 101   | FAILED/WIRING |DIN02B FAILED            |  3 
PSEU LRU         | 102   | FAILED/WIRING |DIN06B FAILED            |  3 
PSEU LRU         | 103   | FAILED/WIRING |DIN01B FAILED            |  3 
PSEU LRU         | 104   | FAILED/WIRING |DEGRADED ARINC A INPUT   |  3 
PSEU LRU         | 105   | FAILED/WIRING |DEGRADED ARINC B INPUT   |  3 
PSEU LRU         | 106   | FAILED/WIRING |MLGWOW K159 DRV FAIL     |  3 
PSEU LRU         | 107   | FAILED/WIRING |MLGWOW K158 DRV FAIL     |  3 
PSEU LRU         | 108   | FAILED/WIRING |DIN09A REASONABLENESS    |  3 

       LRU       | Mess# |    Status     |        Message          |Timer
------------------------------------------------------------------------
PSEU LRU         | 109   | FAILED/WIRING |LFWSOV K59 DRV FAIL      |  3 
PSEU LRU         | 110   | FAILED/WIRING |RFWSOV K60 DRV FAIL      |  3 
PSEU LRU         | 111   | FAILED/WIRING |DIN11A FAILED            |  3 
PSEU LRU         | 112   | FAILED/WIRING |DIN11B FAILED            |  3 
PSEU LRU         | 113   | FAILED/WIRING |HMDG K170 DRV FAIL       |  3 
PSEU LRU         | 114   | FAILED/WIRING |RET VALVE DRV FAIL       |  3 
PACK TEMP SNSR   |   1   | FAILED/WIRING |CH A&B FAULT             |  5 
RGWOW1 SNSR      |   1   | FAILED/WIRING |RMLG WOW1 OPEN           |  3 
RGWOW1 SNSR      |   2   | FAILED/WIRING |RMLG WOW1 SHORTED        |  3 
RGWOW1 SNSR      |   3   | FAILED/WIRING |RMLG WOW1 REASONABLENESS |  3 
RGWOW1 SNSR      |   4   | FAILED/WIRING |RMLG WOW1 RIGGING        |  3 
LGWOW1 SNSR      |   1   | FAILED/WIRING |LMLG WOW1 OPEN           |  3 
LGWOW1 SNSR      |   2   | FAILED/WIRING |LMLG WOW1 SHORTED        |  3 
LGWOW1 SNSR      |   3   | FAILED/WIRING |LMLG WOW1 REASONABLENESS |  3 
LGWOW1 SNSR      |   4   | FAILED/WIRING |LMLG WOW1 RIGGING        |  3 
NGWOFW1 SNSR     |   1   | FAILED/WIRING |NG WOFW1 OPEN            |  3 
NGWOFW1 SNSR     |   2   | FAILED/WIRING |NG WOFW1 SHORTED         |  3 
NGWOFW1 SNSR     |   3   | FAILED/WIRING |NG WOFW1 REASONABLENESS  |  3 
NGWOFW1 SNSR     |   4   | FAILED/WIRING |NG WOFW1 RIGGING         |  3 
RGUPLK SNSR      |   1   | FAILED/WIRING |RMLG UPLK OPEN           |  3 
RGUPLK SNSR      |   2   | FAILED/WIRING |RMLG UPLK SHORTED        |  3 
RGUPLK SNSR      |   3   | FAILED/WIRING |RMLG UPLK REASONABLENESS |  3 
RGUPLK SNSR      |   4   | FAILED/WIRING |RMLG UPLK RIGGING        |  3 
LGUPLK SNSR      |   1   | FAILED/WIRING |LMLG UPLK OPEN           |  3 
LGUPLK SNSR      |   2   | FAILED/WIRING |LMLG UPLK SHORTED        |  3 
LGUPLK SNSR      |   3   | FAILED/WIRING |LMLG UPLK REASONABLENESS |  3 
LGUPLK SNSR      |   4   | FAILED/WIRING |LMLG UPLK RIGGING        |  3 
NGUPLK SNSR      |   1   | FAILED/WIRING |NG UPLK OPEN             |  3 
NGUPLK SNSR      |   2   | FAILED/WIRING |NG UPLK SHORTED          |  3 
NGUPLK SNSR      |   3   | FAILED/WIRING |NG UPLK REASONABLENESS   |  3 
NGUPLK SNSR      |   4   | FAILED/WIRING |NG UPLK RIGGING          |  3 
RGDLK1 SNSR      |   1   | FAILED/WIRING |RMLG DNLK1 OPEN          |  3 
RGDLK1 SNSR      |   2   | FAILED/WIRING |RMLG DNLK1 SHORTED       |  3 
RGDLK1 SNSR      |   3   | FAILED/WIRING |RMLG DNLK1 REASONABLENES |  3 
RGDLK1 SNSR      |   4   | FAILED/WIRING |RMLG DNLK1 RIGGING       |  3 
LGDLK1 SNSR      |   1   | FAILED/WIRING |LMLG DNLK1 OPEN          |  3 
LGDLK1 SNSR      |   2   | FAILED/WIRING |LMLG DNLK1  SHORTED      |  3 
LGDLK1 SNSR      |   3   | FAILED/WIRING |LMLG DNLK1 REASONABLENES |  3 
LGDLK1 SNSR      |   4   | FAILED/WIRING |LMLG DNLK1 RIGGING       |  3 
NGDLK1 SNSR      |   1   | FAILED/WIRING |NG DNLK1 OPEN            |  3 
NGDLK1 SNSR      |   2   | FAILED/WIRING |NG DNLK1  SHORTED        |  3 
NGDLK1 SNSR      |   3   | FAILED/WIRING |NG DNLK1 REASONABLENESS  |  3 
NGDLK1 SNSR      |   4   | FAILED/WIRING |NG DNLK1 RIGGING         |  3 
LOTGSST SNSR     |   1   | FAILED/WIRING |LOTGSST OPEN             |  3 
LOTGSST SNSR     |   2   | FAILED/WIRING |LOTGSST SHORTED          |  3 
LOTGSST SNSR     |   3   | FAILED/WIRING |LOTGSST REASONABLENESS   |  3 
LOTGSST SNSR     |   4   | FAILED/WIRING |LOTGSST RIGGING          |  3 
ROTGSST SNSR     |   1   | FAILED/WIRING |ROTGSST OPEN             |  3 
ROTGSST SNSR     |   2   | FAILED/WIRING |ROTGSST SHORTED          |  3 
ROTGSST SNSR     |   3   | FAILED/WIRING |ROTGSST REASONABLENESS   |  3 
ROTGSST SNSR     |   4   | FAILED/WIRING |ROTGSST RIGGING          |  3 
PDRCL SNSR       |   1   | FAILED/WIRING |PDRCL OPEN               |  3 
PDRCL SNSR       |   2   | FAILED/WIRING |PDRCL SHORTED            |  3 
PDRCL SNSR       |   3   | FAILED/WIRING |PDRCL REASONABLENESS     |  3 
PDRCL SNSR       |   4   | FAILED/WIRING |PDRCL RIGGING            |  3 
PDRLK1 SNSR      |   1   | FAILED/WIRING |PDRLK1 OPEN              |  3 
PDRLK1 SNSR      |   2   | FAILED/WIRING |PDRLK1 SHORTED           |  3 
PDRLK1 SNSR      |   3   | FAILED/WIRING |PDRLK1 REASONABLENESS    |  3 
PDRLK1 SNSR      |   4   | FAILED/WIRING |PDRLK1 RIGGING           |  3 
PDRHLK SNSR      |   1   | FAILED/WIRING |PDRHLK OPEN              |  3 
PDRHLK SNSR      |   2   | FAILED/WIRING |PDRHLK SHORTED           |  3 
PDRHLK SNSR      |   3   | FAILED/WIRING |PDRHLK REASONABLENESS    |  3 
PDRHLK SNSR      |   4   | FAILED/WIRING |PDRHLK RIGGING           |  3 
RGWOW2 SNSR      |   1   | FAILED/WIRING |RMLG WOW2 OPEN           |  3 

       LRU       | Mess# |    Status     |        Message          |Timer
------------------------------------------------------------------------
RGWOW2 SNSR      |   2   | FAILED/WIRING |RMLG WOW2 SHORTED        |  3 
RGWOW2 SNSR      |   3   | FAILED/WIRING |RMLG WOW2 REASONABLENESS |  3 
RGWOW2 SNSR      |   4   | FAILED/WIRING |RMLG WOW2 RIGGING        |  3 
LGWOW2 SNSR      |   1   | FAILED/WIRING |LMLG WOW2 OPEN           |  3 
LGWOW2 SNSR      |   2   | FAILED/WIRING |LMLG WOW2 SHORTED        |  3 
LGWOW2 SNSR      |   3   | FAILED/WIRING |LMLG WOW2 REASONABLENESS |  3 
LGWOW2 SNSR      |   4   | FAILED/WIRING |LMLG WOW2 RIGGING        |  3 
NGWOFW2 SNSR     |   1   | FAILED/WIRING |NG WOFW2 OPEN            |  3 
NGWOFW2 SNSR     |   2   | FAILED/WIRING |NG WOFW2 SHORTED         |  3 
NGWOFW2 SNSR     |   3   | FAILED/WIRING |NG WOFW2 REASONABLENESS  |  3 
NGWOFW2 SNSR     |   4   | FAILED/WIRING |NG WOFW2 RIGGING         |  3 
LNGDRCL SNSR     |   1   | FAILED/WIRING |LNGDRCL OPEN             |  3 
LNGDRCL SNSR     |   2   | FAILED/WIRING |LNGDRCL  SHORTED         |  3 
LNGDRCL SNSR     |   3   | FAILED/WIRING |LNGDRCL REASONABLENESS   |  3 
LNGDRCL SNSR     |   4   | FAILED/WIRING |LNGDRCL RIGGING          |  3 
RNGDRCL SNSR     |   1   | FAILED/WIRING |RNGDRCL OPEN             |  3 
RNGDRCL SNSR     |   2   | FAILED/WIRING |RNGDRCL SHORTED          |  3 
RNGDRCL SNSR     |   3   | FAILED/WIRING |RNGDRCL REASONABLENESS   |  3 
RNGDRCL SNSR     |   4   | FAILED/WIRING |RNGDRCL RIGGING          |  3 
RGDLK2 SNSR      |   1   | FAILED/WIRING |RMLG DNLK2 OPEN          |  3 
RGDLK2 SNSR      |   2   | FAILED/WIRING |RMLG DNLK2 SHORTED       |  3 
RGDLK2 SNSR      |   3   | FAILED/WIRING |RMLG DNLK2 REASONABLENES |  3 
RGDLK2 SNSR      |   4   | FAILED/WIRING |RMLG DNLK2 RIGGING       |  3 
LGDLK2 SNSR      |   1   | FAILED/WIRING |LMLG DNLK2 OPEN          |  3 
LGDLK2 SNSR      |   2   | FAILED/WIRING |LMLG DNLK2 SHORTED       |  3 
LGDLK2 SNSR      |   3   | FAILED/WIRING |LMLG DNLK2 REASONABLENES |  3 
LGDLK2 SNSR      |   4   | FAILED/WIRING |LMLG DNLK2 RIGGING       |  3 
NGDLK2 SNSR      |   1   | FAILED/WIRING |NG DNLK2 OPEN            |  3 
NGDLK2 SNSR      |   2   | FAILED/WIRING |NG DNLK2 SHORTED         |  3 
NGDLK2 SNSR      |   3   | FAILED/WIRING |NG DNLK2 REASONABLENESS  |  3 
NGDLK2 SNSR      |   4   | FAILED/WIRING |NG DNLK2 RIGGING         |  3 
LINGSST SNSR     |   1   | FAILED/WIRING |LINGSST OPEN             |  3 
LINGSST SNSR     |   2   | FAILED/WIRING |LINGSST SHORTED          |  3 
LINGSST SNSR     |   3   | FAILED/WIRING |LINGSST REASONABLENESS   |  3 
LINGSST SNSR     |   4   | FAILED/WIRING |LINGSST RIGGING          |  3 
RINGSST SNSR     |   1   | FAILED/WIRING |RINGSST OPEN             |  3 
RINGSST SNSR     |   2   | FAILED/WIRING |RINGSST SHORTED          |  3 
RINGSST SNSR     |   3   | FAILED/WIRING |RINGSST REASONABLENESS   |  3 
RINGSST SNSR     |   4   | FAILED/WIRING |RINGSST RIGGING          |  3 
BGDRCL SNSR      |   1   | FAILED/WIRING |BGDRCL OPEN              |  3 
BGDRCL SNSR      |   2   | FAILED/WIRING |BGDRCL SHORTED           |  3 
