     LRU FAULT MESSAGE LISTING
       LRU       | Mess# |    Status     |        Message          |Timer
DCU A            |  36   | FAILED/WIRING |NO ISI-1 BUS INPUT       | 10 
DCU A            |  37   | FAILED/WIRING |NO A-SPC-2 BUS INPUT     | 10 
DCU A            |  38   | FAILED/WIRING |R-ADC DATA SOURCE FAULT  | 15 
DCU B            |   1   | FAILED/WIRING |CONFIGURATION ERROR      |  1 
DCU B            |   2   | OFF/NO OUTPUT |NO OUTPUT                |  3 
DCU B            |   3   | FAILED        |INTERNAL FAULT           |  5 
DCU B            |   4   | FAILED/WIRING |NO B-DCU-1 BUS OUTPUT    | 10 
DCU B            |   5   | FAILED/WIRING |NO B-DCU-2 BUS OUTPUT    | 10 
DCU B            |   6   | FAILED/WIRING |NO B-DCU-4 BUS OUTPUT    | 10 
DCU B            |   7   | FAILED/WIRING |NO B-DCU-5 BUS OUTPUT    |  3 
DCU B            |   8   | FAILED/WIRING |NO B-DCU-6 BUS OUTPUT    | 10 
DCU B            |   9   | FAILED/WIRING |NO B-DCU-8 BUS OUTPUT    | 10 
DCU B            |  10   | FAILED/WIRING |NO A-DCU-5 BUS INPUT     |  5 
DCU B            |  11   | FAILED/WIRING |NO R-GP-5 BUS INPUT      | 10 
DCU B            |  12   | FAILED/WIRING |NO L-GP-5 BUS INPUT      | 10 
DCU B            |  13   | FAILED/WIRING |NO PSEU-B BUS INPUT      | 10 
DCU B            |  14   | FAILED/WIRING |NO PSEU-A BUS INPUT      | 10 
DCU B            |  15   | FAILED/WIRING |NO RB-RIU-6 BUS INPUT    | 10 
DCU B            |  16   | FAILED/WIRING |NO LB-RIU-6 BUS INPUT    | 10 
DCU B            |  17   | FAILED/WIRING |NO R-SECU-1 BUS INPUT    | 10 
DCU B            |  18   | FAILED/WIRING |NO L-SECU-1 BUS INPUT    | 10 
DCU B            |  19   | FAILED/WIRING |NO IASC1-A BUS INPUT     | 10 
DCU B            |  20   | FAILED/WIRING |NO IASC1-B BUS INPUT     | 10 
DCU B            |  21   | FAILED/WIRING |NO IASC2-A BUS INPUT     | 10 
DCU B            |  22   | FAILED/WIRING |NO IASC2-B BUS INPUT     | 10 
DCU B            |  23   | FAILED/WIRING |NO RA-FADEC BUS INPUT    | 10 
DCU B            |  24   | FAILED/WIRING |NO RB-FADEC BUS INPUT    | 10 
DCU B            |  25   | FAILED/WIRING |NO LA-FADEC BUS INPUT    | 10 
DCU B            |  26   | FAILED/WIRING |NO LB-FADEC BUS INPUT    | 10 
DCU B            |  27   | FAILED/WIRING |NO FIREX-1 BUS INPUT     | 10 
DCU B            |  28   | FAILED/WIRING |NO LDU-B BUS OUTPUT      | 10 
DCU B            |  29   | FAILED/WIRING |NO LDU-A BUS OUTPUT      | 10 
DCU B            |  30   | FAILED/WIRING |NO B-RDC-1 INPUT         | 10 

       LRU       | Mess# |    Status     |        Message          |Timer
------------------------------------------------------------------------
DCU B            |  31   | FAILED/WIRING |NO B-RDC-2 BUS INPUT     | 10 
DCU B            |  32   | FAILED/WIRING |NO A-RDC-1 BUS INPUT     | 10 
DCU B            |  33   | FAILED/WIRING |NO A-RDC-2 BUS INPUT     | 10 
DCU B            |  34   | FAILED/WIRING |NO ISI-1 BUS INPUT       | 10 
DCU B            |  35   | FAILED/WIRING |NO B-SPC-2 BUS INPUT     | 10 
DCU B            |  36   | FAILED/WIRING |L-ADC DATA SOURCE FAULT  | 15 
RIU 1 DATALINK   |   0   | PREREQUISITE  |INSTALLED                |  0 
RIU 1 DATALINK   |   1   | FAILED/WIRING |NO DATALINK OUTPUT       | 10 
RIU 1 DATALINK   |   2   | FAILED/WIRING |NO 429 OUTPUT BUS TO IOC | 15 
RIU 1 DATALINK   |   3   | FAILED/WIRING |DATALINK FAIL            |  3 
RIU 1 DATALINK   |   4   | FAILED/WIRING |NO L-RIU-11 BUS OUTPUT   | 10 
RIU 1 DATALINK   |   5   | FAILED/WIRING |NO L-RIU-12 BUS OUTPUT   | 10 
RIU 1 DATALINK   |   6   | FAILED/WIRING |NO L-RIU-12 BUS OUTPUT   | 15 
RIU 1 DATALINK   |   7   | FAILED/WIRING |VHF3 INPUT BUS INACTIVE  |  3 
RIU 1 DATALINK   |   8   | FAILED/WIRING |NO L-IOC-4 BUS INPUT     | 10 
RIU 1 DATALINK   |   9   | FAILED/WIRING |NO R-IOC-4 BUS INPUT     | 10 
DME 1            |   0   | PREREQUISITE  |INSTALLED                |  0 
DME 1            |   1   | OFF/NO OUTPUT |NO OUTPUT                |  3 
DME 1            |   2   | FAILED        |INTERNAL FAULT           | 10 
DME 1            |   3   | FAILED/WIRING |NO L-DME-3 BUS OUTPUT    | 10 
DME 1            |   4   | FAILED/WIRING |NO LB-RIU-7 BUS INPUT    | 10 
DME 1            |   5   | FAILED/WIRING |NO LA-RIU-7 BUS INPUT    | 10 
DME 1            |   6   | FAILED/WIRING |NO L-CDU-6 BUS INPUT     | 10 
DME 1            |   7   | FAILED/WIRING |NO L-CDU-6 BUS INPUT     | 10 
DME 2            |   0   | PREREQUISITE  |INSTALLED                |  0 
DME 2            |   1   | OFF/NO OUTPUT |NO OUTPUT                |  3 
DME 2            |   2   | FAILED        |INTERNAL FAULT           |  5 
DME 2            |   3   | FAILED/WIRING |NO R-DME-3 BUS OUTPUT    | 10 
DME 2            |   4   | FAILED/WIRING |NO RB-RIU-7 BUS INPUT    | 10 
DME 2            |   5   | FAILED/WIRING |NO RA-RIU-7 BUS INPUT    | 10 
DME 2            |   6   | FAILED/WIRING |NO R-CDU-6 BUS INPUT     | 10 
DME 2            |   7   | FAILED/WIRING |NO L-CDU-7 BUS INPUT     | 10 
L AHRC;MLGWOW    |   0   | PREREQUISITE  |INSTALLED                |  0 
L AHRC;MLGWOW    |   1   | FAILED/WIRING |MLGWOW LAHRC OVLD FAULT  |  3 
R AHRC;MLGWOW    |   0   | PREREQUISITE  |INSTALLED                |  0 
R AHRC;MLGWOW    |   1   | FAILED/WIRING |MLWOW RAHRC OVLD FAULT   |  3 
BCU;LGWOFW1      |   1   | FAILED/WIRING |LGWOFW1 BCU OVLD FAULT   |  3 
BCU;LGWOFW2      |   1   | FAILED/WIRING |LGWOFW2 BCU OVLD FAULT   |  3 
SPC-A;MLGWOW     |   1   | FAILED/WIRING |MLGWOW SPC-A OVLDFAULT   |  3 
SPC-A;MLGWOW     |   1   | FAILED/WIRING |MLGWOW SPC-A OVLDFAULT   |  3 
BCU;RGWOFW1      |   1   | FAILED/WIRING |RGWOFW1 BCU OVLD FAULT   |  3 
BCU;RGWOFW2      |   1   | FAILED/WIRING |RGWOFW2 BCU OVLD FAULT   |  3 
CCR-K50;MLGWOW   |   1   | FAILED/WIRING |MLGWOW CCRK50 OVLD FAULT |  3 
APU;MLGWOW       |   1   | FAILED/WIRING |MLGWOW APU OVLD FAULT    |  3 
LDCPC;MLGWOW     |   1   | FAILED/WIRING |MLGWOW LDCPC OVLD FAULT  |  3 
RDCPC;MLGWOW     |   1   | FAILED/WIRING |MLGWOW RDCPC OVLD FAULT  |  3 
CLOCK;MLGWOW     |   1   | FAILED/WIRING |MLGWOW CLOCK OVLD FAULT  |  3 
CVR-K40;MLGWOW   |   1   | FAILED/WIRING |MLGWOW CVRK40 OVLD FAULT |  3 
TR-K19;MLGWOW    |   1   | FAILED/WIRING |MLGWOW TRK19 OVLD FAULT  |  3 
TR-K19;MLGWOW    |   2   | FAILED/WIRING |MLGWOW TRK19 NO LOAD     |  3 
TR-K18;MLGWOW    |   1   | FAILED/WIRING |MLGWOW TRK18 OVLD FAULT  |  3 
TR-K18;MLGWOW    |   2   | FAILED/WIRING |MLGWOW TRK18 NO LOAD     |  3 
LEFT TDR;MLGWOW  |   0   | PREREQUISITE  |INSTALLED                |  0 
LEFT TDR;MLGWOW  |   1   | FAILED/WIRING |MLGWOW LTDR OVLD FAULT   |  3 
RIGHT TDR;MLGWOW |   1   | FAILED/WIRING |MLGWOW RTDR OVLD FAULT   |  3 
LEFT TSS;MLGWOW  |   0   | PREREQUISITE  |INSTALLED                |  0 
LEFT TSS;MLGWOW  |   1   | FAILED/WIRING |MLGWOW TSS OVLD FAULT    |  3 
FCU;MLGWOW       |   1   | FAILED/WIRING |MLGWOW FCU OVLD FAULT    |  3 
FCU;MLGWOW       |   1   | FAILED/WIRING |MLGWOW FCU OVLDFAULT     |  3 
SCU;NGWOW        |   1   | FAILED/WIRING |NGWOW SCU OVLD FAULT     |  3 
SCU;NGWOW        |   2   | FAILED/WIRING |NGWOW SCU NO LOAD        |  3 
SCU;NGWOW        |   1   | FAILED/WIRING |NGWOW SCU OVLD FAULT     |  3 
SCU;NGWOW        |   2   | FAILED/WIRING |NGWOW SCU NO LOAD        |  3 
DL-K159;MLGWOW   |   1   | FAILED/WIRING |MLGWOW K159 OVLD FAULT   |  3 

       LRU       | Mess# |    Status     |        Message          |Timer
------------------------------------------------------------------------
DL-K158;MLGWOW   |   1   | FAILED/WIRING |MLGWOW K158 OVLD FAULT   |  3 
K59;LFWSOV       |   1   | FAILED/WIRING |LFWSOV K59 OVLD FAULT    |  3 
FSCU;MLGWOFW     |   1   | FAILED/WIRING |MLGWOFW FSCU OVLD FAULT  |  3 
TCAS;MLGWOW      |   0   | PREREQUISITE  |INSTALLED                |  0 
TCAS;MLGWOW      |   1   | FAILED/WIRING |MLGWOW TCAS OVLD FAULT   |  3 
PL13;NGDNLK      |   1   | FAILED/WIRING |NGDNLK PL13 OVLD FAULT   |  3 
TSS;MLGWOW       |   0   | PREREQUISITE  |INSTALLED                |  0 
TSS;MLGWOW       |   1   | FAILED/WIRING |MLGWOW TSS OVLD FAULT    |  3 
FIREX;MLGWOW     |   1   | FAILED/WIRING |MLGWOW FIREX OVLD FAULT  |  3 
TAT PROBE;MLGWOW |   1   | FAILED/WIRING |MLGWOW TATPR OVLD FAULT  |  3 
BCU;RETRACT      |   1   | FAILED/WIRING |RETRACT BCU OVLD FAULT   |  3 
BCU;RETRACT CMD  |   1   | FAILED/WIRING |RET CMD BCU OVLD FAULT   |  3 
SPC-B;MLGWOW     |   1   | FAILED/WIRING |MLGWOW SPC-B OVLDFAULT   |  3 
SPC-B;MLGWOW     |   1   | FAILED/WIRING |MLGWOW SPC-B OVLDFAULT   |  3 
SCU;NGDNLK       |   1   | FAILED/WIRING |NGDNLK SCU OVLD FAULT    |  3 
SCU;NGDNLK       |   2   | FAILED/WIRING |NGDNLK SCU NO LOAD       |  3 
BCU;NOT MGDNLK   |   1   | FAILED/WIRING |NOTMGDNLK BCU OVLD FAULT |  3 
BCU;NOT MGDNLK   |   1   | FAILED/WIRING |NOTMGDNLK BCU OVLD FAULT |  3 
LDCMP;LDCMP ENA  |   1   | FAILED/WIRING |LDCMPEN LDCMP OVLD FAULT |  3 
RDCMP;RDCMP ENA  |   1   | FAILED/WIRING |RDCMPEN RDCMP OVLD FAULT |  3 
RET VALVE;RET CM |   1   | FAILED/WIRING |RET VALVE OVLD FAULT (+) |  3 
RET VALVE;RET CM |   3   | FAILED/WIRING |RET VALVE UNRS LOAD (+)  |  3 
TCAS;MLGDNLK     |   0   | PREREQUISITE  |INSTALLED                |  0 
TCAS;MLGDNLK     |   1   | FAILED/WIRING |MLGDNLK TCAS OVLD FAULT  |  3 
CCR-K51;MLGDNLK  |   1   | FAILED/WIRING |MLGDNLK CCRK51OVLD FAULT |  3 
CCR-K51;MLGDNLK  |   2   | FAILED/WIRING |MLGDNLK CCRK51 NO LOAD   |  3 
RET VALVE;RET CM |   1   | FAILED/WIRING |RET VALVE OVLD FAULT (-) |  3 
RET VALVE;RET CM |   2   | FAILED/WIRING |RET VALVE NO LOAD (-)    |  3 
RET VALVE;RET CM |   3   | FAILED/WIRING |RET VALVE UNRS LOAD (-)  |  3 
PTU;PTU ENABLE   |   1   | FAILED/WIRING |PTU ENABLE PTU OVLDFAULT |  3 
PTU;PTU ENABLE   |   2   | FAILED/WIRING |PTU ENABLE PTU NO LOAD   |  3 
HMDG;MLGWOW      |   1   | FAILED/WIRING |HMDG K170 OVLD FAULT     |  3 
K60;RFWSOV       |   1   | FAILED/WIRING |RFWSOV K60 OVLD FAULT    |  3 
DIFF PROT SNSR 1 |   1   | FAILED/WIRING |DPMS1/LPROT/WIRING FAULT |  3 
DIFF PROT SNSR 2 |   1   | FAILED/WIRING |DPMS2/RPROT/WIRING FAULT |  3 
DIFF PROT SNSR 5 |   1   | FAILED/WIRING |DPMS5/APU LOG/WIRE FAULT |  3 
DIFF PROT SNSR 7 |   1   | FAILED/WIRING |DPMS7 OR WIRING FAULT    |  3 
DIFF PROT SNSR 8 |   1   | FAILED/WIRING |DPMS8 OR WIRING FAULT    |  3 
DIFF PRESS SNSR1 |   1   | FAILED/WIRING |NO SIGNAL/OUT OF RANGE   |  5 
DIFF PRESS SNSR2 |   1   | FAILED/WIRING |NO SIGNAL/OUT OF RANGE   |  5 
CKPT DUCT T SNSR |   1   | FAILED/WIRING |CH A&B FAULT             |  5 
CKPT DUCT T SNSR |   2   | FAILED/WIRING |CH A FAULT               |  7 
CKPT DUCT T SNSR |   3   | FAILED/WIRING |CH B FAULT               |  7 
CAB DUCT T SNSR  |   1   | FAILED/WIRING |CH A&B FAULT             |  5 
EXT DC CNTOR     |   1   | FAILED/WIRING |FAULT                    |  3 
L ENG BOTH ECU   |   1   | FAILED        |FADEC COMMON ECU 4       |  3 
L ENG BOTH ECU   |   2   | FAILED        |FADEC COMMON P0          |  3 
L ENG BOTH ECU   |   3   | FAILED        |FADEC COMMON VIBRATION   |  3 
L ENG BOTH ECU   |   4   | FAILED/WIRING |TR DEPLOY COMMAND 4      |  3 
R ENG BOTH ECU   |   1   | FAILED        |FADEC COMMON ECU 4       |  3 
R ENG BOTH ECU   |   2   | FAILED        |FADEC COMMON P0          |  3 
R ENG BOTH ECU   |   3   | FAILED        |FADEC COMMON VIBRATION   |  3 
R ENG BOTH ECU   |   4   | FAILED/WIRING |TR DEPLOY COMMAND 4      |  3 
L ENG EGT SNSR A |   1   | FAILED/WIRING |EGT SENSOR 1A            |  3 
R ENG EGT SNSR A |   1   | FAILED/WIRING |EGT SENSOR 1A            |  3 
L ENG EGT SNSR B |   1   | FAILED/WIRING |EGT SENSOR 1B            |  3 
R ENG EGT SNSR B |   1   | FAILED/WIRING |EGT SENSOR 1B            |  3 
ENG CNTL PNL     |   1   | FAILED/WIRING |ENGINE START COMMAND 4   |  3 
ENG CNTL PNL     |   2   | FAILED/WIRING |ENGINE CRANK COMMAND 4   |  3 
ENG CNTL PNL     |   3   | FAILED/WIRING |FIRE SHUTOFF COMMAND 4   |  3 
ENG CNTL PNL     |   4   | FAILED/WIRING |AUTO APR INHIBIT 1A      |  3 
ENG CNTL PNL     |   5   | FAILED/WIRING |AUTO APR INHIBIT 1B      |  3 
ENG CNTL PNL     |   6   | FAILED        |AUTO APR INHIBIT 4       |  3 
ENG CNTL PNL     |   7   | FAILED/WIRING |ENGINE START COMMAND 4   |  3 

       LRU       | Mess# |    Status     |        Message          |Timer
------------------------------------------------------------------------
ENG CNTL PNL     |   8   | FAILED/WIRING |ENGINE CRANK COMMAND 4   |  3 
ENG CNTL PNL     |   9   | FAILED/WIRING |FIRE SHUTOFF COMMAND 4   |  3 
ENG CNTL PNL     |  10   | FAILED/WIRING |AUTO APR INHIBIT 1A      |  3 
ENG CNTL PNL     |  11   | FAILED/WIRING |AUTO APR INHIBIT 1B      |  3 
ENG CNTL PNL     |  12   | FAILED        |AUTO APR INHIBIT 4       |  3 
FLAP CTRL UNIT   |   1   | FAILED        |FCU INTERNAL FAULT       |  3 
FLAP CTRL UNIT   |   2   | FAILED/WIRING |WOW DISCR MISMATCH       |  3 
FLAP CTRL UNIT   |   3   | FAILED/WIRING |EDPR PRESS SWITCH FAULT  |  3 
FLAP CTRL UNIT   |   4   | FAILED/WIRING |SUPPLY SEL MISMATCH      |  3 
FLAP CTRL UNIT   |   5   | OFF/NO OUTPUT |NO FCU ARINC OUTPUT      |  3 
FLAP CTRL UNIT   |   6   | FAILED/WIRING |NO R-FCU-2 BUS TO RDC    |  5 
FLAP CTRL UNIT   |   7   | FAILED/WIRING |NO L-FCU-1 BUS TO SPC    |  5 
FLAP CTRL UNIT   |   8   | FAILED/WIRING |NO L-GP-5 BUS INPUT      |  3 
FLAP CTRL UNIT   |   9   | FAILED/WIRING |NO R-GP-5 BUS INPUT      |  3 
FLAP CTRL UNIT   |  10   | FAILED/WIRING |CRIT FAIL RESET MISMATCH |  3 
FLAP CTRL UNIT   |  11   | FAILED        |FLAP ASYMMETRY           |  3 
FLAP CTRL UNIT   |  12   | FAILED        |FLAP RUNAWAY             |  3 
FLAP CTRL UNIT   |  13   | FAILED        |FLAP JAM                 |  3 
FLAP CTRL UNIT   |  14   | FAILED        |FTB FLIGHT CYCLE         |  3 
FLAP CTRL UNIT   |  15   | FAILED        |FLAP OVERSPEED           |  3 
FLOW CTRL VLV1   |   1   | FAILED/WIRING |DISAG VLV CLSD/DPS DRIFT |  5 
FLOW CTRL VLV1   |   2   | FAILED/WIRING |DISAGREE / VALVE OPEN    |  5 
FLOW CTRL VLV1   |   3   | FAILED/WIRING |DISCRETE DISABLE FAIL    |  5 
FLOW CTRL VLV2   |   1   | FAILED/WIRING |DISAG VLV CLSD/DPS DRIFT |  5 
FLOW CTRL VLV2   |   2   | FAILED/WIRING |DISAGREE / VALVE OPEN    |  5 
FLOW CTRL VLV2   |   3   | FAILED/WIRING |DISCRETE DISABLE FAIL    |  5 
FIREX PIT SW     |   1   | FAILED/WIRING |PIT SIGNAL MISCOMP       |  3 
FIREX PIT SW     |   2   | FAILED/WIRING |PIT SIGNAL STUCK ON      |  3 
FLIGHT DATA REC  |   1   | FAILED/WIRING |FDR INDICATES FAILURE    |  3 
L ENG FFM        |   1   | FAILED/WIRING |FUEL FLOW METER 1A       |  3 
L ENG FFM        |   2   | FAILED/WIRING |FUEL FLOW METER 1B       |  3 
L ENG FFM        |   3   | FAILED        |FUEL FLOW METER 4        |  3 
L ENG FFM        |   4   | FAILED        |FUEL FLOW METER 5        |  3 
R ENG FFM        |   1   | FAILED/WIRING |FUEL FLOW METER 1A       |  3 
R ENG FFM        |   2   | FAILED/WIRING |FUEL FLOW METER 1B       |  3 
R ENG FFM        |   3   | FAILED        |FUEL FLOW METER 4        |  3 
R ENG FFM        |   4   | FAILED/WIRING |FUEL FLOW METER 5        |  3 
FGC 1            |   1   | DON'T FAIL    |INSTALLED                |  0 
FGC 1            |   2   | OFF/NO OUTPUT |NO OUTPUT                |  3 
FGC 1            |   3   | FAILED        |INTERNAL FAULT           |  5 
FGC 1            |   4   | FAILED        |PITCH TRIM SYST          |  5 
FGC 1            |   5   | FAILED/WIRING |NO XSIDE BUS OUTPUT      | 10 
FGC 1            |   6   | FAILED/WIRING |NO L-AHC-1 BUS INPUT     | 10 
FGC 1            |   7   | FAILED/WIRING |NO L-IRS-1 BUS INPUT     | 10 
FGC 1            |   8   | FAILED/WIRING |FGC USING STBY AIR SPEED | 10 
FGC 1            |   9   | LRU OK / INFO |FGS DIAG CODE=REPAIR     |  1 
FGC 1            |  10   | LRU OK / INFO |FGS DIAG CODE=AP ENG     |  1 
FGC 1            |  11   | LRU OK / INFO |FGS DIAG CODE=AP DIS     |  1 
FGC 1            |  12   | LRU OK / INFO |FGS DIAG CODE=YD ENG     |  1 
FGC 1            |  13   | LRU OK / INFO |FGS DIAG CODE=YD DIS     |  1 
FGC 1            |  14   | LRU OK / INFO |FGS DIAG CODE=BOOST      |  1 
FGC 2            |   1   | DON'T FAIL    |INSTALLED                |  0 
FGC 2            |   2   | OFF/NO OUTPUT |NO OUTPUT                |  3 
FGC 2            |   3   | FAILED        |INTERNAL FAULT           |  5 
FGC 2            |   4   | FAILED        |PITCH TRIM SYST          |  5 
FGC 2            |   5   | FAILED/WIRING |NO XSIDE BUS OUTPUT      | 10 
FGC 2            |   6   | FAILED/WIRING |NO R-AHC-1 BUS INPUT     | 10 
FGC 2            |   7   | FAILED/WIRING |NO R-IRS-1 BUS INPUT     | 10 
FGC 2            |   8   | FAILED/WIRING |FGC USING STBY AIR SPEED | 10 
FGC 2            |   9   | LRU OK / INFO |FGS DIAG CODE=REPAIR     |  1 
FGC 2            |  10   | LRU OK / INFO |FGS DIAG CODE=AP ENG     |  1 
FGC 2            |  11   | LRU OK / INFO |FGS DIAG CODE=AP DIS     |  1 
FGC 2            |  12   | LRU OK / INFO |FGS DIAG CODE=YD ENG     |  1 
FGC 2            |  13   | LRU OK / INFO |FGS DIAG CODE=YD DIS     |  1 

       LRU       | Mess# |    Status     |        Message          |Timer
------------------------------------------------------------------------
FGC 2            |  14   | LRU OK / INFO |FGS DIAG CODE=BOOST      |  1 
FLT GUIDANCE PNL |   1   | OFF/NO OUTPUT |NO OUTPUT                |  5 
FLT GUIDANCE PNL |   2   | FAILED/WIRING |INVALID FGP-FGC1 I/O     | 15 
FLT GUIDANCE PNL |   3   | FAILED/WIRING |INVALID FGP-FGC2 I/O     | 15 
FLT GUIDANCE PNL |   4   | FAILED/WIRING |BUTTON IS STUCK          | 10 
FIREX CTRL UNIT  |   1   | OFF/NO OUTPUT |NO FIREX-1 BUS TO DCU    |  3 
FIREX CTRL UNIT  |   2   | FAILED        |INTERNAL FAULT           |  3 
FIREX CTRL UNIT  |   3   | OFF/NO OUTPUT |NO POWER FROM CB5-A3     |  3 
FIREX CTRL UNIT  |   4   | OFF/NO OUTPUT |NO POWER FROM CB6-A4     |  3 
FIREX CTRL UNIT  |   5   | OFF/NO OUTPUT |NO POWER FROM CB2-A11    |  3 
FIREX CTRL UNIT  |   6   | FAILED/WIRING |FIRE WARN O/P DISCRETE   |  3 
FIREX CTRL UNIT  |   7   | OFF/NO OUTPUT |O/P DISCRETE-FIREX BTL 1 |  3 
FIREX CTRL UNIT  |   8   | FAILED/WIRING |O/P DISCRETE-FIREX BTL 2 |  3 
FIREX CTRL UNIT  |   9   | FAILED/WIRING |O/P DISCRETE-SMOKE DET   |  3 
FLAP LEVER       |   1   | FAILED/WIRING |FLAP LEVER FAULT         |  3 
FLUX DETECTOR 1  |   0   | PREREQUISITE  |INSTALLED                |  0 
FLUX DETECTOR 1  |   1   | FAILED        |INVALID FLUX DATA TO AHC | 30 
FLUX DETECTOR 2  |   0   | PREREQUISITE  |INSTALLED                |  0 
FLUX DETECTOR 2  |   1   | FAILED        |INVALID FLUX DATA TO AHC | 30 
FMC 1            |   0   | PREREQUISITE  |INSTALLED                |  0 
FMC 1            |   1   | DON'T FAIL    |BLOCK FAULTS FOR IOC OFF |  0 
FMC 1            |   2   | OFF/NO OUTPUT |NO OUTPUT                |  3 
FMC 1            |   3   | FAILED        |INTERNAL FAULT           |  1 
FMC 1            |   5   | FAILED/WIRING |NO L-FMC-1 BUS OUTPUT    | 10 
FMC 1            |   6   | FAILED/WIRING |NO L-FMC-2 BUS OUTPUT    | 10 
FMC 1            |   7   | FAILED/WIRING |NO L-FMC-4 XTALK BUS OUT | 10 
FMC 1            |   8   | FAILED/WIRING |NO L-FMC-3 BUS TO L-CDU  | 10 
FMC 1            |   9   | FAILED/WIRING |NO L-IOC-4 BUS INPUT     | 10 
FMC 1            |  13   | FAILED/WIRING |NO L-RIU-11 BUS INPUT    | 20 
FMC 1            |  14   | FAILED/WIRING |NO R-IOC-4 BUS INPUT     | 20 
FMC 1            |  15   | FAILED/WIRING |CSU STRAPPING INCORRECT  | 10 
FMC 1            |  16   | DON'T FAIL    |BLOCKING EQ - L-FMC-6    |  0 
FMC 1            |  17   | FAILED/WIRING |NO L-FMC-6 BUS OUTPUT    |999 
FMC 1            |  18   | FAILED/WIRING |NO L-FMC-6 BUS OUTPUT    | 10 
FMC 2            |   0   | PREREQUISITE  |INSTALLED                |  0 
FMC 2            |   1   | DON'T FAIL    |BLOCK FAULTS FOR IOC OFF |  0 
FMC 2            |   2   | OFF/NO OUTPUT |NO OUTPUT                |  3 
FMC 2            |   3   | FAILED        |INTERNAL FAULT           |  1 
FMC 2            |   5   | FAILED/WIRING |NO R-FMC-1 BUS OUTPUT    | 10 
FMC 2            |   6   | FAILED/WIRING |NO R-FMC-2 BUS OUTPUT    | 10 
FMC 2            |   7   | FAILED/WIRING |NO R-FMC-4 XTALK BUS OUT | 10 
FMC 2            |   8   | FAILED/WIRING |NO R-FMC-6 BUS OUTPUT    | 10 
FMC 2            |   9   | FAILED/WIRING |NO R-FMC-3 BUS TO R-CDU  | 10 
FMC 2            |  10   | FAILED/WIRING |NO R-IOC-4 BUS INPUT     | 10 
FMC 2            |  13   | FAILED/WIRING |NO L-RIU-12 BUS INPUT    | 20 
FMC 2            |  14   | FAILED/WIRING |NO L-IOC-4 BUS INPUT     | 20 
FMC 2            |  15   | FAILED/WIRING |CSU STRAPPING INCORRECT  | 10 
L ENG FUEL IPS   |   1   | FAILED/WIRING |FUEL INLET PRESSURE 1A   |  3 
L ENG FUEL IPS   |   2   | FAILED/WIRING |FUEL INLET PRESSURE 1B   |  3 
